# SMS-SOSS Airport Adaptation : nodes.txt
# Airport: DFW
# Location (0,0) is at latitude: 325348.85, longitude -970225.19 (ddmmss.ss, where dd is degrees, mm is minutes, ss.ss is seconds)
# Surface Reference (x, y, altitude in nautical miles): 999.9249242251749,1000.976822346527,NaN
# Coordinates are in Node index order 
# 2014/10/24 12:24:36
#
# X Coord     Y Coord     SOSS Node Num     SMS Name    SOSS Node Type    #From Links    #To Links
430.181159	1249.848674	0	A-005-JY	SPOT_NODE	2	2
446.339495	1235.319088	1	A-006-JY	SPOT_NODE	2	2
462.591441	1220.835748	2	A-007-JY	SPOT_NODE	2	2
628.205877	1085.601346	3	A-009-K	SPOT_NODE	2	2
627.899903	1018.441363	4	A-010-K5	SPOT_NODE	2	2
627.596967	942.284826	5	A-011-K	SPOT_NODE	2	2
627.291428	866.106733	6	A-013-EJ	SPOT_NODE	2	2
626.902718	789.830056	7	A-014-K	SPOT_NODE	2	2
626.597173	713.565717	8	A-015-K6	SPOT_NODE	2	2
626.608014	492.996037	9	A-022-EK	SPOT_NODE	2	2
626.422014	469.771362	10	A-023-EK	SPOT_NODE	2	2
-3975.261207	1381.893651	11	A0-0	DEPARTURE_NODE	1	1
-3967.399618	1406.430700	12	A0-1	QUEUE_NODE	2	2
-3492.103977	1103.295068	13	A0-10	TAXI_NODE	3	3
-3950.255519	1435.194162	14	A0-2	QUEUE_NODE	2	2
-3890.987286	1485.097801	15	A0-3	QUEUE_NODE	2	2
-3866.000593	1493.126055	16	A0-4	QUEUE_NODE	2	2
-3851.724551	1493.542400	17	A0-5	QUEUE_NODE	2	2
-3837.450036	1490.153708	18	A0-6	QUEUE_NODE	2	2
-3825.318039	1484.224053	19	A0-7	QUEUE_NODE	2	2
-3811.758641	1473.219407	20	A0-8	QUEUE_NODE	2	2
-3542.765377	1162.971460	21	A0-9	QUEUE_NODE	2	2
181.583203	1228.138732	22	A0001	RAMP_NODE	2	2
207.658871	1227.929369	23	A0002	RAMP_NODE	3	3
219.429698	1227.883242	24	A0003	RAMP_NODE	3	3
282.715116	1227.240025	25	A0004	RAMP_NODE	3	3
335.121167	1226.630881	26	A0005	RAMP_NODE	3	3
358.735660	1223.661277	27	A0006	RAMP_NODE	4	4
385.196228	1214.042966	28	A0007	RAMP_NODE	3	3
411.571139	1202.320389	29	A0008	RAMP_NODE	4	4
425.073210	1192.495409	30	A0009	RAMP_NODE	3	3
457.746217	1161.815649	31	A0010	RAMP_NODE	5	5
194.876834	1264.143555	32	A0011	RAMP_NODE	3	3
226.839098	1264.054437	33	A0012	RAMP_NODE	3	3
253.943867	1264.020823	34	A0013	RAMP_NODE	3	3
288.684449	1263.534485	35	A0014	RAMP_NODE	3	3
303.625990	1263.500831	36	A0015	RAMP_NODE	2	2
322.694768	1260.460202	37	A0016	RAMP_NODE	3	3
359.314605	1252.043611	38	A0017	RAMP_NODE	3	3
407.453507	1232.646719	39	A0018	RAMP_NODE	5	5
426.551262	1219.368074	40	A0019	RAMP_NODE	4	4
443.216410	1206.037014	41	A0020	RAMP_NODE	4	4
490.235059	1126.545278	42	A0022	RAMP_NODE	4	4
517.967909	1091.407317	43	A0025	RAMP_NODE	5	5
570.541256	1085.620237	44	A0030	RAMP_NODE	3	3
534.306250	1069.702202	45	A0031	RAMP_NODE	3	3
540.715824	1060.761353	46	A0032	RAMP_NODE	3	3
571.666949	1018.836202	47	A0035	RAMP_NODE	4	4
584.907304	1000.569451	48	A0040	RAMP_NODE	2	2
598.636870	970.678072	49	A0041	RAMP_NODE	2	2
599.038441	942.295784	50	A0042	RAMP_NODE	4	4
598.817016	897.097294	51	A0043	RAMP_NODE	3	3
598.789854	866.296394	52	A0044	RAMP_NODE	3	3
598.574858	850.589375	53	A0045	RAMP_NODE	3	3
598.482605	822.207071	54	A0046	RAMP_NODE	2	2
598.231989	789.896469	55	A0047	RAMP_NODE	4	4
592.264081	740.960459	56	A0048	RAMP_NODE	2	2
566.918668	713.529072	57	A0049	RAMP_NODE	4	4
542.123707	696.557814	58	A0050	RAMP_NODE	2	2
529.913873	674.340141	59	A0051	RAMP_NODE	3	3
508.114028	628.620158	60	A0052	RAMP_NODE	3	3
480.775599	570.575986	61	A0053	RAMP_NODE	3	3
457.525112	520.163692	62	A0054	RAMP_NODE	5	5
395.262539	493.942478	63	A0055	RAMP_NODE	5	5
395.208559	470.569922	64	A0056	RAMP_NODE	4	4
334.442123	470.935179	65	A0057	RAMP_NODE	6	6
288.246742	471.313341	66	A0058	RAMP_NODE	4	4
237.494990	471.278816	67	A0059	RAMP_NODE	4	4
190.587438	471.333920	68	A0060	RAMP_NODE	4	4
162.807312	471.922288	69	A0061	RAMP_NODE	3	3
486.795362	493.501599	70	A0062	RAMP_NODE	4	4
486.609033	470.329303	71	A0063	RAMP_NODE	4	4
-3320.947326	628.076758	72	A1-0	ARRIVAL_NODE	1	1
-3368.043578	687.754036	73	A1-1	TAXI_NODE	2	2
-3118.915095	645.357528	74	A1-10	TAXI_NODE	2	2
-3405.141702	751.233021	75	A1-2	TAXI_NODE	2	2
-3443.653264	850.680423	76	A1-3	TAXI_NODE	2	2
-3465.028864	963.234553	77	A1-4	TAXI_NODE	3	3
-3458.595087	987.772503	78	A1-5	TAXI_NODE	2	2
-3440.745254	1000.881927	79	A1-6	TAXI_NODE	2	2
-3421.469637	1003.838925	80	A1-7	TAXI_NODE	2	2
-3397.203187	994.097317	81	A1-8	TAXI_NODE	3	3
-3129.610319	685.555945	82	A1-9	TAXI_NODE	3	3
228.934769	1165.560532	83	A10	GATE_NODE	1	1
-1080.325201	-1309.456063	84	A10-0	TAXI_NODE	2	2
-1045.338995	-1309.038203	85	A10-1	TAXI_NODE	2	2
-974.649359	-1287.467057	86	A10-2	TAXI_NODE	1	1
-958.941318	-1302.279179	87	A10-3	TAXI_NODE	2	2
-938.950630	-1308.203055	88	A10-4	TAXI_NODE	2	2
-921.813933	-1310.321549	89	A10-5	TAXI_NODE	3	3
266.155148	1164.972465	90	A11	GATE_NODE	1	1
958.905069	-1292.151074	91	A11-0	TAXI_NODE	1	1
947.480571	-1303.998460	92	A11-1	TAXI_NODE	2	2
937.485584	-1312.459698	93	A11-2	TAXI_NODE	2	2
921.064026	-1318.385771	94	A11-3	TAXI_NODE	3	3
293.702123	1158.240837	95	A12	GATE_NODE	1	1
1325.908009	-1291.266692	96	A12-0	TAXI_NODE	1	1
1317.340918	-1302.692065	97	A12-1	TAXI_NODE	2	2
1301.635152	-1314.118269	98	A12-2	TAXI_NODE	2	2
1284.498854	-1319.619848	99	A12-3	TAXI_NODE	3	3
331.736097	1153.814083	100	A13	GATE_NODE	1	1
1338.760730	-1291.687243	101	A13-0	TAXI_NODE	1	1
1347.330568	-1303.110555	102	A13-1	TAXI_NODE	2	2
1357.327326	-1311.994940	103	A13-2	TAXI_NODE	2	2
